age,sleep_hours,sleep_quality_score,sleep_quality_category,daily_screen_time_hours,phone_usage_before_sleep_minutes,phone_usage_before_sleep_category,poor_quality_and_short_sleep,high_phone_usage_low_sleep,occupation,gender,stress_category
36,6.33,9.88,good,1.62,16,low,0,0,Doctor,Male,low
36,5.83,5.41,moderate,6.33,26,low,0,0,Freelancer,Female,high
53,6.01,6.68,moderate,5.47,107,high,0,0,Student,Female,medium
26,4.03,3.91,poor,8.29,62,high,1,1,Student,Male,high
53,4.13,4.78,poor,5.33,76,high,1,1,Teacher,Other,medium
55,7.97,8.74,good,2.83,13,low,0,0,Teacher,Male,low
57,5.07,7.01,moderate,8.29,25,low,0,0,Doctor,Female,high
46,7.04,7.6,good,5.1,42,medium,0,0,Freelancer,Female,medium
41,7.27,4.87,poor,9.6,74,high,0,0,Doctor,Female,high
22,7.49,6.17,moderate,5.81,101,high,0,0,Student,Male,high
59,6.99,8.81,good,2.05,0,low,0,0,Freelancer,Female,low
43,7.14,4.8,poor,8.66,23,low,0,0,Researcher,Male,high
31,6.91,3.99,poor,8.91,19,low,0,0,Designer,Female,high
56,8.64,6.96,moderate,5.01,71,high,0,0,Designer,Male,medium
46,7.32,8.94,good,1.23,7,low,0,0,Manager,Female,low
23,5.76,10.0,good,1.27,29,low,0,0,Student,Male,low
24,5.78,7.94,good,4.16,17,low,0,0,Freelancer,Female,medium
54,4.4,4.57,poor,7.45,117,high,1,1,Teacher,Male,high
35,8.96,5.2,moderate,3.98,76,high,0,0,Researcher,Female,high
40,8.45,7.51,good,1.07,109,high,0,0,Teacher,Female,low
55,4.22,3.83,poor,8.64,110,high,1,1,Designer,Male,high
18,8.31,1.09,poor,9.72,99,high,0,0,Doctor,Male,high
21,4.69,6.43,moderate,4.12,82,high,0,1,Student,Female,high
52,5.2,8.96,good,1.66,12,low,0,0,Manager,Male,low
40,7.4,6.37,moderate,3.62,104,high,0,0,Researcher,Male,high
44,7.65,4.28,poor,8.19,47,medium,0,0,Manager,Male,high
43,6.53,7.03,moderate,5.88,59,medium,0,0,Doctor,Female,high
25,8.84,7.2,moderate,4.46,25,low,0,0,Teacher,Male,medium
33,6.45,6.01,moderate,4.01,8,low,0,0,Designer,Male,medium
58,5.29,6.24,moderate,2.04,97,high,0,1,Doctor,Female,medium
20,4.05,9.03,good,4.06,52,medium,0,0,Teacher,Male,medium
49,8.34,5.55,moderate,5.23,94,high,0,0,Teacher,Male,high
22,5.98,2.58,poor,7.06,105,high,1,1,Freelancer,Female,high
37,7.91,7.4,moderate,3.36,70,high,0,0,Manager,Female,medium
31,7.87,4.16,poor,9.08,8,low,0,0,Teacher,Male,high
49,4.22,6.84,moderate,5.36,103,high,0,1,Doctor,Male,high
43,8.11,5.92,moderate,4.65,25,low,0,0,Software Engineer,Female,high
23,5.45,3.65,poor,6.35,115,high,1,1,Designer,Male,high
53,8.21,7.93,good,2.51,114,high,0,0,Teacher,Other,medium
57,6.46,7.42,moderate,1.96,32,medium,0,0,Doctor,Female,low
22,6.96,7.93,good,4.12,32,medium,0,0,Researcher,Other,medium
30,4.51,7.86,good,1.36,51,medium,0,0,Manager,Female,low
49,5.9,6.95,moderate,4.4,39,medium,0,0,Student,Female,medium
33,8.85,6.8,moderate,7.04,3,low,0,0,Manager,Female,high
18,8.63,6.2,moderate,8.31,27,low,0,0,Freelancer,Female,high
30,8.97,7.58,good,6.22,53,medium,0,0,Designer,Female,medium
28,6.55,4.25,poor,7.22,67,high,0,0,Student,Male,high
25,8.09,3.14,poor,8.5,110,high,0,0,Student,Male,high
42,6.28,4.54,poor,7.96,97,high,0,0,Manager,Male,high
57,8.71,7.57,good,3.88,48,medium,0,0,Doctor,Female,medium
49,8.93,3.98,poor,6.16,103,high,0,0,Manager,Female,high
41,8.39,5.8,moderate,3.38,111,high,0,0,Researcher,Other,medium
45,7.11,5.85,moderate,6.19,5,low,0,0,Software Engineer,Female,high
31,8.94,6.55,moderate,4.83,32,medium,0,0,Doctor,Female,medium
20,8.92,7.97,good,4.36,4,low,0,0,Doctor,Male,medium
53,6.38,7.77,good,2.65,82,high,0,0,Designer,Male,low
44,5.52,7.93,good,6.06,17,low,0,0,Researcher,Female,medium
37,4.94,6.61,moderate,7.56,2,low,0,0,Freelancer,Female,high
32,7.39,3.93,poor,6.14,97,high,0,0,Freelancer,Female,high
44,4.17,9.24,good,1.62,1,low,0,0,Doctor,Male,low
58,7.82,4.35,poor,9.32,64,high,0,0,Researcher,Female,high
45,4.26,7.7,good,1.05,34,medium,0,0,Researcher,Female,low
42,5.33,4.09,poor,8.97,50,medium,1,0,Researcher,Male,high
59,6.49,5.58,moderate,7.89,67,high,0,0,Designer,Female,high
50,4.49,7.48,moderate,1.87,34,medium,0,0,Teacher,Male,low
31,4.18,8.09,good,3.13,71,high,0,1,Designer,Male,medium
25,6.4,6.53,moderate,4.14,43,medium,0,0,Freelancer,Female,high
31,8.43,4.83,poor,9.19,28,low,0,0,Doctor,Male,high
18,6.04,3.22,poor,9.82,35,medium,0,0,Teacher,Male,high
33,5.0,7.84,good,1.78,77,high,0,1,Teacher,Female,medium
35,6.04,7.1,moderate,4.57,41,medium,0,0,Software Engineer,Female,medium
24,7.61,6.12,moderate,2.34,112,high,0,0,Manager,Male,medium
32,4.21,6.33,moderate,3.51,93,high,0,1,Doctor,Female,high
41,4.15,3.37,poor,9.83,113,high,1,1,Student,Male,high
30,6.31,5.68,moderate,9.86,6,low,0,0,Manager,Other,high
26,7.38,7.26,moderate,5.25,12,low,0,0,Doctor,Female,medium
32,7.07,10.0,good,2.65,21,low,0,0,Student,Male,low
52,7.19,6.61,moderate,5.92,56,medium,0,0,Manager,Male,medium
41,4.83,8.36,good,3.89,44,medium,0,0,Freelancer,Male,low
50,6.69,2.88,poor,9.36,53,medium,0,0,Software Engineer,Male,high
33,5.89,5.48,moderate,8.36,1,low,0,0,Doctor,Female,high
25,4.55,7.67,good,3.78,71,high,0,1,Manager,Male,medium
46,4.64,8.87,good,1.16,56,medium,0,0,Software Engineer,Male,low
40,7.23,5.08,moderate,9.98,84,high,0,0,Student,Female,high
48,8.79,3.83,poor,7.15,117,high,0,0,Designer,Male,high
57,4.53,4.75,poor,4.83,83,high,1,1,Freelancer,Female,high
31,6.47,6.48,moderate,3.6,74,high,0,0,Doctor,Male,medium
47,5.24,6.76,moderate,1.04,33,medium,0,0,Teacher,Female,low
56,5.41,9.12,good,2.39,43,medium,0,0,Teacher,Female,low
44,5.12,6.31,moderate,1.05,68,high,0,1,Software Engineer,Female,medium
33,6.73,6.71,moderate,6.38,52,medium,0,0,Freelancer,Male,medium
23,4.28,5.72,moderate,6.97,61,high,0,1,Designer,Male,high
50,7.71,5.84,moderate,7.9,111,high,0,0,Teacher,Male,high
35,7.03,7.6,good,2.68,93,high,0,0,Researcher,Male,medium
33,5.92,10.0,good,1.86,32,medium,0,0,Teacher,Male,low
29,5.09,3.25,poor,6.85,75,high,1,1,Researcher,Female,high
37,6.68,6.74,moderate,5.5,68,high,0,0,Doctor,Female,medium
57,8.78,8.08,good,8.88,0,low,0,0,Teacher,Female,medium
46,7.54,4.99,poor,5.8,34,medium,0,0,Freelancer,Male,high
47,5.4,8.29,good,5.0,24,low,0,0,Freelancer,Female,medium
43,7.71,6.77,moderate,5.39,3,low,0,0,Researcher,Other,high
39,6.52,5.21,moderate,8.04,72,high,0,0,Student,Female,high
50,4.24,8.23,good,1.16,117,high,0,1,Software Engineer,Female,low
56,7.09,2.17,poor,9.26,112,high,0,0,Freelancer,Other,high
46,5.17,5.02,moderate,7.43,107,high,0,1,Manager,Other,high
39,6.05,2.8,poor,8.97,114,high,0,0,Teacher,Male,high
30,6.39,4.68,poor,9.64,66,high,0,0,Doctor,Female,high
26,8.0,7.37,moderate,3.03,93,high,0,0,Researcher,Female,medium
41,6.9,8.41,good,6.21,83,high,0,0,Manager,Female,medium
32,5.7,6.5,moderate,5.37,9,low,0,0,Student,Female,high
53,7.29,6.85,moderate,5.84,19,low,0,0,Researcher,Male,medium
30,4.96,7.14,moderate,1.43,39,medium,0,0,Manager,Female,medium
44,8.11,5.66,moderate,9.23,66,high,0,0,Researcher,Female,high
54,5.01,4.11,poor,9.59,74,high,1,1,Teacher,Male,high
24,6.79,7.19,moderate,7.17,14,low,0,0,Software Engineer,Female,medium
25,5.03,7.5,good,3.32,115,high,0,1,Software Engineer,Male,medium
54,5.63,5.56,moderate,8.08,27,low,0,0,Freelancer,Male,high
58,6.11,3.95,poor,7.58,107,high,0,0,Software Engineer,Other,high
31,5.84,6.32,moderate,6.17,34,medium,0,0,Teacher,Male,medium
29,8.67,9.9,good,2.53,6,low,0,0,Student,Female,low
53,5.12,8.12,good,2.81,53,medium,0,0,Freelancer,Female,low
57,4.9,5.67,moderate,6.3,96,high,0,1,Designer,Other,high
34,6.59,10.0,good,2.16,41,medium,0,0,Manager,Female,low
57,8.74,5.48,moderate,7.52,112,high,0,0,Freelancer,Female,high
46,6.52,7.52,good,2.91,37,medium,0,0,Software Engineer,Female,medium
44,8.8,3.29,poor,9.19,82,high,0,0,Student,Male,high
18,4.95,3.54,poor,9.1,63,high,1,1,Researcher,Male,high
51,4.05,8.3,good,3.64,56,medium,0,0,Researcher,Female,medium
21,5.51,6.13,moderate,1.75,107,high,0,1,Doctor,Female,high
41,7.19,6.3,moderate,6.5,28,low,0,0,Doctor,Male,high
38,6.96,7.42,moderate,5.04,65,high,0,0,Researcher,Male,medium
50,5.21,6.16,moderate,2.29,107,high,0,1,Student,Female,high
24,7.31,7.28,moderate,5.78,82,high,0,0,Doctor,Female,high
18,8.15,1.85,poor,9.93,72,high,0,0,Doctor,Female,high
58,7.44,9.7,good,1.62,5,low,0,0,Software Engineer,Female,low
20,7.64,6.78,moderate,3.38,80,high,0,0,Teacher,Male,medium
32,5.54,7.33,moderate,5.85,1,low,0,0,Teacher,Female,medium
48,6.65,5.71,moderate,8.14,38,medium,0,0,Teacher,Female,high
33,4.21,9.24,good,1.17,5,low,0,0,Teacher,Female,low
27,5.8,6.11,moderate,7.59,13,low,0,0,Student,Male,high
46,8.08,6.47,moderate,2.26,112,high,0,0,Freelancer,Male,low
23,7.95,4.16,poor,8.48,89,high,0,0,Software Engineer,Male,high
46,8.7,6.06,moderate,7.23,17,low,0,0,Student,Female,high
34,8.84,4.34,poor,5.11,69,high,0,0,Researcher,Female,high
39,8.86,4.37,poor,8.39,75,high,0,0,Manager,Female,high
41,4.79,4.02,poor,7.6,101,high,1,1,Manager,Female,high
34,4.6,6.25,moderate,7.83,21,low,0,0,Doctor,Female,high
38,8.38,7.54,good,3.61,77,high,0,0,Researcher,Male,medium
28,5.92,8.03,good,6.57,12,low,0,0,Software Engineer,Female,medium
24,5.79,9.37,good,2.27,72,high,0,1,Designer,Male,low
59,6.67,2.71,poor,8.39,113,high,0,0,Researcher,Male,high
56,6.26,6.91,moderate,5.74,105,high,0,0,Teacher,Male,medium
22,5.12,1.71,poor,8.42,95,high,1,1,Manager,Male,high
38,8.22,8.41,good,2.9,9,low,0,0,Manager,Female,low
35,8.55,8.63,good,2.17,26,low,0,0,Researcher,Male,low
52,7.74,6.88,moderate,7.2,13,low,0,0,Doctor,Male,medium
37,4.24,8.73,good,1.53,8,low,0,0,Teacher,Female,low
32,4.59,8.53,good,3.2,8,low,0,0,Teacher,Female,low
22,5.73,3.72,poor,9.18,89,high,1,1,Teacher,Female,high
30,6.78,9.53,good,2.19,56,medium,0,0,Freelancer,Male,low
29,7.05,6.29,moderate,4.38,95,high,0,0,Manager,Male,medium
38,4.5,4.81,poor,9.51,104,high,1,1,Researcher,Female,high
54,8.8,7.96,good,1.18,34,medium,0,0,Designer,Female,low
23,6.65,8.33,good,5.01,25,low,0,0,Doctor,Male,medium
24,6.16,4.37,poor,8.08,40,medium,0,0,Researcher,Other,high
43,4.96,4.54,poor,9.18,108,high,1,1,Teacher,Male,high
59,8.75,4.56,poor,7.62,105,high,0,0,Teacher,Male,high
25,6.24,4.72,poor,9.0,66,high,0,0,Software Engineer,Male,high
26,4.59,10.0,good,1.31,29,low,0,0,Teacher,Male,low
44,7.07,8.09,good,1.9,28,low,0,0,Software Engineer,Other,low
21,5.75,5.82,moderate,7.64,83,high,0,1,Doctor,Male,high
38,8.04,5.33,moderate,7.78,67,high,0,0,Doctor,Male,high
48,6.73,8.51,good,6.45,13,low,0,0,Doctor,Male,medium
38,4.53,6.21,moderate,7.57,108,high,0,1,Software Engineer,Female,high
57,7.75,6.21,moderate,8.72,51,medium,0,0,Manager,Male,high
42,5.52,6.86,moderate,5.91,38,medium,0,0,Manager,Male,high
56,6.04,3.41,poor,9.53,20,low,0,0,Freelancer,Male,high
32,7.88,5.16,moderate,7.25,70,high,0,0,Designer,Female,high
52,4.53,5.45,moderate,5.25,5,low,0,0,Freelancer,Female,high
58,8.89,5.5,moderate,4.79,54,medium,0,0,Designer,Female,medium
54,7.51,4.96,poor,7.75,39,medium,0,0,Freelancer,Female,high
59,4.96,6.25,moderate,6.67,69,high,0,1,Researcher,Male,high
45,4.29,4.24,poor,8.36,24,low,1,0,Manager,Female,high
31,6.72,4.77,poor,8.03,3,low,0,0,Freelancer,Male,high
21,5.9,2.63,poor,5.72,100,high,1,1,Manager,Male,high
37,4.15,5.36,moderate,9.51,88,high,0,1,Teacher,Female,high
51,7.05,4.96,poor,7.34,81,high,0,0,Doctor,Female,high
29,5.54,9.06,good,2.81,33,medium,0,0,Manager,Male,low
50,5.61,5.8,moderate,6.57,88,high,0,1,Researcher,Male,high
41,4.81,7.52,good,2.82,21,low,0,0,Student,Male,medium
37,4.7,6.36,moderate,6.03,55,medium,0,0,Manager,Female,high
22,4.72,6.18,moderate,8.11,45,medium,0,0,Teacher,Male,high
55,8.43,3.11,poor,8.31,119,high,0,0,Manager,Female,high
47,6.67,6.37,moderate,6.86,55,medium,0,0,Designer,Male,high
41,6.35,4.43,poor,8.05,77,high,0,0,Designer,Male,high
57,7.52,6.49,moderate,5.25,100,high,0,0,Freelancer,Male,high
24,5.6,5.66,moderate,5.96,74,high,0,1,Doctor,Male,high
53,8.11,6.65,moderate,8.92,26,low,0,0,Software Engineer,Male,high
55,4.99,7.68,good,5.44,89,high,0,1,Researcher,Female,medium
33,8.01,7.06,moderate,4.16,115,high,0,0,Researcher,Female,high
32,4.28,7.47,moderate,8.17,34,medium,0,0,Teacher,Female,medium
40,4.78,9.93,good,1.45,15,low,0,0,Software Engineer,Male,low
29,8.46,2.03,poor,9.63,115,high,0,0,Designer,Female,high
46,4.55,5.54,moderate,4.06,103,high,0,1,Freelancer,Other,medium
32,5.23,8.5,good,6.67,19,low,0,0,Doctor,Male,medium
46,4.21,5.22,moderate,7.17,14,low,0,0,Designer,Other,high
38,6.99,7.6,good,2.23,77,high,0,0,Doctor,Male,low
32,5.64,1.99,poor,8.41,109,high,1,1,Manager,Female,high
31,7.17,5.43,moderate,6.15,71,high,0,0,Researcher,Male,high
59,4.43,8.92,good,3.95,23,low,0,0,Student,Female,medium
33,5.98,5.4,moderate,8.66,61,high,0,1,Software Engineer,Female,high
32,5.86,5.22,moderate,6.63,96,high,0,1,Teacher,Male,high
59,6.68,3.15,poor,8.07,79,high,0,0,Doctor,Female,high
21,5.48,4.51,poor,9.93,90,high,1,1,Manager,Female,high
44,8.92,8.49,good,2.17,91,high,0,0,Manager,Female,low
40,5.58,5.62,moderate,7.75,43,medium,0,0,Freelancer,Other,high
46,7.48,6.18,moderate,7.82,13,low,0,0,Freelancer,Female,high
58,5.83,4.03,poor,8.87,72,high,1,1,Student,Female,high
26,6.67,5.73,moderate,4.67,109,high,0,0,Manager,Female,high
24,5.13,3.09,poor,8.83,76,high,1,1,Manager,Male,high
59,4.86,7.11,moderate,6.76,50,medium,0,0,Student,Male,high
21,8.86,9.63,good,1.62,21,low,0,0,Researcher,Male,low
22,6.7,7.91,good,1.28,93,high,0,0,Software Engineer,Other,low
22,6.3,6.34,moderate,5.33,31,medium,0,0,Manager,Male,medium
28,7.21,6.05,moderate,8.07,79,high,0,0,Doctor,Male,high
58,5.12,6.67,moderate,4.46,114,high,0,1,Teacher,Male,medium
45,8.11,6.15,moderate,8.67,24,low,0,0,Teacher,Male,high
33,5.24,7.43,moderate,5.43,48,medium,0,0,Teacher,Male,medium
58,6.71,9.54,good,1.24,22,low,0,0,Designer,Female,low
47,4.64,4.24,poor,9.76,36,medium,1,0,Researcher,Male,high
21,6.87,3.5,poor,5.41,91,high,0,0,Freelancer,Female,high
19,6.41,5.49,moderate,6.85,2,low,0,0,Designer,Female,high
20,5.4,5.71,moderate,2.79,59,medium,0,0,Doctor,Female,medium
38,5.54,7.59,good,3.68,58,medium,0,0,Freelancer,Male,medium
23,4.05,7.91,good,5.36,22,low,0,0,Manager,Female,medium
35,4.14,5.36,moderate,8.71,32,medium,0,0,Manager,Female,high
22,7.0,6.86,moderate,1.92,53,medium,0,0,Freelancer,Male,low
26,7.59,4.89,poor,8.02,38,medium,0,0,Teacher,Female,high
37,6.73,6.97,moderate,6.21,24,low,0,0,Student,Female,high
45,4.41,5.38,moderate,5.5,62,high,0,1,Manager,Female,medium
43,8.7,4.18,poor,8.89,88,high,0,0,Researcher,Male,high
35,7.57,7.53,good,2.06,102,high,0,0,Teacher,Female,low
36,5.19,4.13,poor,9.92,84,high,1,1,Doctor,Female,high
20,7.36,2.54,poor,8.69,118,high,0,0,Teacher,Male,high
26,4.56,8.49,good,3.93,58,medium,0,0,Software Engineer,Female,medium
53,7.9,7.37,moderate,5.06,30,medium,0,0,Teacher,Male,medium
48,6.4,8.29,good,1.23,48,medium,0,0,Researcher,Female,low
34,6.05,5.53,moderate,5.75,93,high,0,0,Manager,Male,high
40,4.05,7.16,moderate,5.93,102,high,0,1,Freelancer,Male,medium
51,7.26,2.96,poor,9.34,108,high,0,0,Manager,Female,high
58,8.15,6.11,moderate,4.49,59,medium,0,0,Student,Female,high
58,5.44,5.2,moderate,6.14,108,high,0,1,Doctor,Male,high
22,4.06,2.99,poor,7.67,105,high,1,1,Freelancer,Male,high
32,7.88,7.63,good,6.48,63,high,0,0,Freelancer,Female,medium
20,7.18,5.76,moderate,2.41,115,high,0,0,Freelancer,Female,medium
36,7.88,7.78,good,2.55,97,high,0,0,Doctor,Female,low
45,6.69,8.42,good,2.25,37,medium,0,0,Student,Female,low
20,6.3,7.3,moderate,2.96,70,high,0,0,Doctor,Female,medium
55,5.1,7.01,moderate,3.95,90,high,0,1,Teacher,Female,medium
21,4.39,4.25,poor,7.66,76,high,1,1,Doctor,Male,high
41,6.36,8.34,good,1.55,92,high,0,0,Teacher,Female,low
48,8.34,3.48,poor,8.38,86,high,0,0,Doctor,Male,high
28,4.3,7.35,moderate,3.36,7,low,0,0,Manager,Female,medium
54,8.95,4.14,poor,6.52,84,high,0,0,Researcher,Male,high
18,8.73,6.51,moderate,5.97,12,low,0,0,Teacher,Male,high
26,7.2,8.48,good,2.39,25,low,0,0,Teacher,Male,low
34,8.57,7.03,moderate,3.59,106,high,0,0,Researcher,Male,medium
18,6.77,7.6,good,3.66,9,low,0,0,Researcher,Male,medium
20,6.02,5.38,moderate,6.61,92,high,0,0,Manager,Female,high
43,6.86,4.36,poor,8.1,90,high,0,0,Student,Male,high
48,8.38,4.54,poor,9.97,55,medium,0,0,Student,Female,high
43,8.79,8.31,good,1.86,3,low,0,0,Manager,Female,low
40,8.19,4.01,poor,9.45,105,high,0,0,Designer,Female,high
47,4.9,5.85,moderate,6.05,30,medium,0,0,Student,Female,high
27,6.96,8.05,good,4.21,16,low,0,0,Teacher,Male,low
25,6.22,7.77,good,3.56,7,low,0,0,Freelancer,Male,medium
42,6.41,8.6,good,2.88,51,medium,0,0,Teacher,Female,medium
39,6.14,6.69,moderate,6.01,36,medium,0,0,Doctor,Female,high
32,4.34,6.11,moderate,9.51,19,low,0,0,Doctor,Female,high
58,8.23,8.41,good,2.64,46,medium,0,0,Designer,Female,low
27,8.89,5.48,moderate,4.93,118,high,0,0,Researcher,Male,high
37,5.05,8.46,good,2.83,73,high,0,1,Teacher,Female,low
58,7.11,6.39,moderate,2.58,50,medium,0,0,Researcher,Male,medium
40,6.68,3.7,poor,8.8,113,high,0,0,Designer,Female,high
18,8.48,7.3,moderate,3.36,57,medium,0,0,Teacher,Male,medium
19,7.52,7.97,good,3.23,43,medium,0,0,Student,Female,medium
36,7.75,2.9,poor,9.19,97,high,0,0,Doctor,Male,high
31,8.76,6.9,moderate,4.47,102,high,0,0,Manager,Female,high
25,7.32,10.0,good,1.08,10,low,0,0,Manager,Other,low
55,6.27,4.37,poor,7.49,110,high,0,0,Freelancer,Male,high
29,4.26,6.61,moderate,5.65,11,low,0,0,Designer,Male,medium
43,8.53,6.3,moderate,7.97,9,low,0,0,Software Engineer,Male,high
44,6.95,4.78,poor,6.13,76,high,0,0,Manager,Female,high
46,7.41,6.54,moderate,4.16,53,medium,0,0,Freelancer,Male,high
32,6.53,8.24,good,1.6,33,medium,0,0,Teacher,Female,low
18,5.97,3.13,poor,8.79,119,high,1,1,Student,Male,high
45,6.52,7.84,good,2.86,29,low,0,0,Software Engineer,Female,medium
20,4.24,5.62,moderate,9.74,14,low,0,0,Student,Female,high
35,7.99,6.14,moderate,3.21,117,high,0,0,Student,Female,medium
51,4.79,5.66,moderate,8.44,7,low,0,0,Teacher,Female,high
49,5.66,3.44,poor,8.1,101,high,1,1,Student,Male,high
46,4.43,6.76,moderate,5.16,99,high,0,1,Researcher,Female,high
42,8.1,6.11,moderate,4.62,39,medium,0,0,Designer,Female,medium
43,4.84,5.05,moderate,7.33,115,high,0,1,Software Engineer,Female,high
56,5.99,7.1,moderate,5.76,21,low,0,0,Student,Male,high
25,6.08,4.25,poor,6.69,4,low,0,0,Researcher,Female,high
36,5.58,4.73,poor,5.23,95,high,1,1,Researcher,Other,high
59,8.3,7.1,moderate,6.01,19,low,0,0,Manager,Other,high
39,7.86,6.98,moderate,2.7,86,high,0,0,Manager,Female,low
46,7.72,7.5,good,1.5,103,high,0,0,Student,Male,low
50,5.13,5.7,moderate,4.2,109,high,0,1,Doctor,Male,high
55,4.95,4.63,poor,5.19,117,high,1,1,Doctor,Male,high
52,5.23,7.05,moderate,9.15,48,medium,0,0,Designer,Male,high
20,5.93,6.22,moderate,4.73,118,high,0,1,Manager,Male,high
36,6.39,7.67,good,4.91,51,medium,0,0,Doctor,Male,medium
27,5.25,4.16,poor,7.07,65,high,1,1,Student,Female,high
44,6.29,8.17,good,2.86,18,low,0,0,Manager,Other,medium
32,4.92,4.51,poor,8.84,89,high,1,1,Student,Female,high
28,5.34,4.98,poor,4.85,99,high,1,1,Software Engineer,Male,high
43,5.3,5.15,moderate,9.38,13,low,0,0,Manager,Female,high
41,7.64,9.11,good,3.44,6,low,0,0,Doctor,Male,low
30,6.29,6.53,moderate,5.19,56,medium,0,0,Teacher,Female,medium
49,7.08,4.89,poor,8.0,79,high,0,0,Doctor,Female,high
54,7.35,7.85,good,6.0,9,low,0,0,Student,Male,medium
21,4.34,4.39,poor,6.95,106,high,1,1,Software Engineer,Female,high
30,7.97,8.86,good,3.53,21,low,0,0,Doctor,Male,low
26,5.42,6.2,moderate,3.96,89,high,0,1,Software Engineer,Female,medium
51,6.55,5.84,moderate,5.57,4,low,0,0,Doctor,Male,high
54,5.69,7.94,good,2.82,75,high,0,1,Designer,Female,low
24,7.87,8.38,good,2.14,87,high,0,0,Student,Male,low
18,5.14,2.16,poor,8.59,119,high,1,1,Student,Female,high
29,8.82,4.49,poor,7.97,23,low,0,0,Researcher,Female,high
38,6.0,4.02,poor,9.39,14,low,0,0,Teacher,Female,high
28,7.56,4.09,poor,6.28,87,high,0,0,Student,Female,high
31,7.21,6.66,moderate,4.78,87,high,0,0,Researcher,Male,medium
51,7.71,7.69,good,1.93,105,high,0,0,Teacher,Female,low
51,6.76,4.81,poor,8.65,25,low,0,0,Researcher,Other,high
42,5.92,5.18,moderate,5.11,54,medium,0,0,Researcher,Female,high
21,4.9,4.95,poor,6.05,97,high,1,1,Student,Male,high
43,6.6,8.6,good,3.82,17,low,0,0,Freelancer,Male,medium
33,4.3,7.64,good,5.71,42,medium,0,0,Doctor,Female,medium
27,4.29,2.17,poor,8.04,100,high,1,1,Researcher,Female,high
19,7.07,4.83,poor,7.41,5,low,0,0,Researcher,Male,high
52,6.4,5.31,moderate,9.9,44,medium,0,0,Doctor,Female,high
36,6.53,8.51,good,5.46,24,low,0,0,Designer,Female,medium
23,5.59,6.34,moderate,5.77,80,high,0,1,Doctor,Male,high
36,7.95,7.79,good,1.47,15,low,0,0,Freelancer,Male,low
25,5.01,5.91,moderate,4.5,54,medium,0,0,Software Engineer,Female,medium
31,6.93,3.39,poor,9.3,118,high,0,0,Freelancer,Male,high
27,8.3,6.58,moderate,4.15,55,medium,0,0,Researcher,Male,medium
20,8.17,5.51,moderate,7.9,28,low,0,0,Doctor,Male,high
55,4.14,3.98,poor,9.8,63,high,1,1,Teacher,Male,high
46,5.39,9.6,good,2.14,0,low,0,0,Manager,Female,low
32,7.57,6.51,moderate,4.01,44,medium,0,0,Designer,Male,medium
40,7.7,5.94,moderate,5.27,105,high,0,0,Manager,Male,medium
40,6.41,5.7,moderate,3.14,108,high,0,0,Manager,Female,medium
35,5.01,7.69,good,1.11,83,high,0,1,Software Engineer,Male,medium
36,5.4,6.8,moderate,5.22,25,low,0,0,Freelancer,Male,high
45,8.0,5.72,moderate,5.83,84,high,0,0,Software Engineer,Female,high
43,4.96,4.42,poor,6.63,49,medium,1,0,Student,Female,high
27,8.71,2.74,poor,8.44,113,high,0,0,Researcher,Male,high
21,6.5,7.53,good,3.28,26,low,0,0,Freelancer,Male,medium
19,5.42,8.73,good,1.55,99,high,0,1,Teacher,Female,low
20,5.95,8.04,good,1.81,34,medium,0,0,Manager,Female,medium
24,5.28,3.56,poor,5.48,79,high,1,1,Doctor,Male,high
33,5.92,5.47,moderate,9.3,28,low,0,0,Doctor,Male,high
48,4.65,5.17,moderate,9.84,6,low,0,0,Researcher,Male,high
27,8.12,6.93,moderate,2.85,61,high,0,0,Freelancer,Female,medium
36,8.82,7.76,good,2.37,70,high,0,0,Student,Male,low
45,7.3,8.69,good,4.18,33,medium,0,0,Doctor,Female,medium
34,8.04,6.48,moderate,5.18,47,medium,0,0,Freelancer,Female,medium
45,5.14,5.26,moderate,8.27,4,low,0,0,Software Engineer,Female,high
36,4.31,3.45,poor,7.97,116,high,1,1,Doctor,Female,high
54,7.14,4.79,poor,9.3,7,low,0,0,Manager,Male,high
40,8.09,3.71,poor,8.72,71,high,0,0,Doctor,Female,high
37,8.17,6.82,moderate,4.95,42,medium,0,0,Software Engineer,Male,medium
30,6.66,9.45,good,1.17,92,high,0,0,Teacher,Male,low
30,7.11,7.12,moderate,3.13,51,medium,0,0,Manager,Male,medium
28,5.84,4.38,poor,6.49,73,high,1,1,Teacher,Male,high
32,8.15,5.91,moderate,5.51,0,low,0,0,Software Engineer,Female,high
34,7.49,6.05,moderate,3.16,37,medium,0,0,Software Engineer,Female,medium
45,4.93,6.75,moderate,2.18,91,high,0,1,Manager,Female,medium
36,5.4,7.67,good,2.94,6,low,0,0,Researcher,Male,medium
21,4.76,7.1,moderate,3.34,80,high,0,1,Designer,Female,medium
39,6.53,6.42,moderate,8.81,55,medium,0,0,Designer,Male,high
39,5.01,4.92,poor,7.39,111,high,1,1,Doctor,Male,high
54,4.79,7.0,moderate,5.97,45,medium,0,0,Manager,Female,medium
56,4.8,10.0,good,1.19,23,low,0,0,Manager,Male,low
51,5.33,3.67,poor,8.39,34,medium,1,0,Researcher,Female,high
50,8.05,6.89,moderate,5.97,72,high,0,0,Freelancer,Male,high
59,8.69,7.14,moderate,6.65,41,medium,0,0,Freelancer,Male,high
