age,gender,occupation,daily_screen_time_hours,phone_usage_before_sleep_minutes,sleep_hours,sleep_quality_score,stress_level,caffeine_intake_cups,physical_activity_minutes,notifications_received_per_day,mental_fatigue_score,stress_category,sleep_duration_category,sleep_quality_category,phone_usage_before_sleep_category,daily_screen_time_category,sleep_deficit_hours,poor_quality_and_short_sleep,high_phone_usage_low_sleep,high_screen_high_fatigue,notification_intensity_per_hour,priority_segment
22,Female,Software Engineer,3.22,62,6.78,7.41,5.69,1,85,141,5.11,medium,ideal,moderate,high,low,0.21999999999999975,0,0,0,5.875,general_users
28,Male,Manager,4.71,1,4.16,7.64,5.03,4,111,71,3.75,medium,short,good,low,moderate,2.84,0,0,0,2.9583333333333335,general_users
32,Male,Researcher,6.61,22,5.01,5.29,10.0,3,24,146,9.82,high,short,moderate,low,moderate,1.9900000000000002,0,0,0,6.083333333333333,general_users
46,Female,Doctor,4.18,50,5.86,7.83,3.12,0,93,227,4.8,low,short,good,medium,moderate,1.1399999999999997,0,0,0,9.458333333333334,general_users
21,Male,Doctor,5.05,97,4.93,6.27,4.55,4,69,214,6.34,medium,short,moderate,high,moderate,2.0700000000000003,0,1,0,8.916666666666666,general_users
53,Male,Software Engineer,2.64,111,8.24,7.75,4.57,4,44,263,4.54,medium,long,good,high,low,0.0,0,0,0,10.958333333333334,general_users
40,Female,Software Engineer,1.51,79,8.35,8.34,2.3,3,56,70,3.09,low,long,good,high,low,0.0,0,0,0,2.9166666666666665,general_users
32,Female,Designer,4.13,27,4.77,8.25,2.83,3,28,290,4.08,low,short,good,low,moderate,2.2300000000000004,0,0,0,12.083333333333334,general_users
20,Male,Teacher,1.56,117,8.46,6.46,4.24,2,6,23,4.43,medium,long,moderate,high,low,0.0,0,0,0,0.9583333333333334,general_users
49,Male,Doctor,3.7,77,5.15,6.54,5.1,4,28,114,4.23,medium,short,moderate,high,low,1.8499999999999996,0,1,0,4.75,general_users
27,Male,Freelancer,8.54,115,4.06,2.82,10.0,1,110,116,8.23,high,short,poor,high,high,2.9400000000000004,1,1,1,4.833333333333333,high_screen_low_sleep_quality
57,Female,Researcher,4.3,0,7.68,8.49,4.5,0,98,141,5.91,medium,ideal,good,low,moderate,0.0,0,0,0,5.875,general_users
55,Female,Doctor,2.74,104,6.59,6.73,5.54,1,58,35,5.25,medium,ideal,moderate,high,low,0.41000000000000014,0,0,0,1.4583333333333333,general_users
39,Male,Freelancer,9.12,14,6.49,4.86,10.0,1,114,28,10.0,high,ideal,poor,low,high,0.5099999999999998,0,0,1,1.1666666666666667,high_screen_low_sleep_quality
31,Female,Freelancer,6.75,14,4.01,6.61,8.1,2,8,265,7.45,high,short,moderate,low,moderate,2.99,0,0,0,11.041666666666666,general_users
34,Female,Researcher,9.89,88,8.89,3.62,10.0,2,80,114,8.36,high,long,poor,high,high,0.0,0,0,1,4.75,high_screen_low_sleep_quality
38,Male,Manager,3.7,42,8.16,7.42,4.65,4,49,289,6.18,medium,long,moderate,medium,low,0.0,0,0,0,12.041666666666666,general_users
32,Male,Designer,2.8,4,8.84,10.0,1.0,1,20,175,1.0,low,long,good,low,low,0.0,0,0,0,7.291666666666667,general_users
32,Male,Researcher,3.68,71,5.22,6.04,7.29,1,20,52,7.4,high,short,moderate,high,low,1.7800000000000002,0,1,0,2.1666666666666665,general_users
18,Female,Student,8.31,85,7.02,3.69,10.0,2,45,111,9.73,high,ideal,poor,high,high,0.0,0,0,1,4.625,high_screen_low_sleep_quality
41,Female,Manager,2.36,102,7.73,7.65,4.61,4,16,84,6.04,medium,ideal,good,high,low,0.0,0,0,0,3.5,general_users
29,Male,Manager,3.17,37,8.02,7.41,5.36,4,18,88,6.53,medium,long,moderate,medium,low,0.0,0,0,0,3.6666666666666665,general_users
27,Female,Student,7.31,62,7.91,4.28,10.0,0,88,192,10.0,high,ideal,poor,high,high,0.0,0,0,1,8.0,high_screen_low_sleep_quality
59,Female,Researcher,7.64,102,6.86,2.28,10.0,3,117,26,10.0,high,ideal,poor,high,high,0.13999999999999968,0,0,1,1.0833333333333333,high_screen_low_sleep_quality
59,Male,Student,9.63,114,4.16,2.72,10.0,2,96,252,10.0,high,short,poor,high,high,2.84,1,1,1,10.5,high_screen_low_sleep_quality
48,Male,Doctor,9.82,109,8.97,3.42,10.0,2,28,171,9.79,high,long,poor,high,high,0.0,0,0,1,7.125,high_screen_low_sleep_quality
28,Female,Teacher,6.97,42,4.57,5.46,8.04,1,88,119,10.0,high,short,moderate,medium,moderate,2.4299999999999997,0,0,0,4.958333333333333,general_users
33,Male,Researcher,4.27,50,4.9,7.01,6.92,3,52,97,7.59,medium,short,moderate,medium,moderate,2.0999999999999996,0,0,0,4.041666666666667,general_users
26,Male,Teacher,5.08,77,8.12,5.24,8.61,1,47,209,8.27,high,long,moderate,high,moderate,0.0,0,0,0,8.708333333333334,general_users
31,Male,Freelancer,4.95,82,4.5,6.8,5.87,2,93,176,7.1,medium,short,moderate,high,moderate,2.5,0,1,0,7.333333333333333,general_users
36,Male,Designer,4.49,25,5.07,6.76,6.18,3,6,188,5.28,medium,short,moderate,low,moderate,1.9299999999999997,0,0,0,7.833333333333333,general_users
48,Female,Freelancer,4.04,101,4.1,7.27,3.82,2,33,77,5.3,low,short,moderate,high,moderate,2.9000000000000004,0,1,0,3.2083333333333335,general_users
26,Male,Student,2.51,96,4.78,7.4,1.92,0,28,94,1.0,low,short,moderate,high,low,2.2199999999999998,0,1,0,3.9166666666666665,general_users
53,Female,Student,4.3,45,7.29,7.53,5.31,2,40,182,5.66,medium,ideal,good,medium,moderate,0.0,0,0,0,7.583333333333333,general_users
56,Male,Software Engineer,9.72,11,5.8,5.26,10.0,4,8,64,9.77,high,short,moderate,low,high,1.2000000000000002,0,0,1,2.6666666666666665,high_screen_time
43,Female,Designer,8.94,92,4.68,3.76,10.0,0,48,230,10.0,high,short,poor,high,high,2.3200000000000003,1,1,1,9.583333333333334,high_screen_low_sleep_quality
25,Male,Manager,6.56,11,5.32,6.59,8.37,0,96,74,8.56,high,short,moderate,low,moderate,1.6799999999999997,0,0,0,3.0833333333333335,general_users
41,Female,Manager,2.74,28,7.77,7.96,4.19,3,100,251,3.98,medium,ideal,good,low,low,0.0,0,0,0,10.458333333333334,general_users
25,Female,Designer,8.91,104,6.78,4.82,10.0,3,49,107,10.0,high,ideal,poor,high,high,0.21999999999999975,0,0,1,4.458333333333333,high_screen_low_sleep_quality
36,Female,Doctor,3.81,60,6.38,5.85,7.59,3,4,144,10.0,high,ideal,moderate,medium,low,0.6200000000000001,0,0,0,6.0,general_users
47,Female,Doctor,5.91,40,4.23,7.81,6.23,4,36,232,5.88,medium,short,good,medium,moderate,2.7699999999999996,0,0,0,9.666666666666666,general_users
39,Male,Designer,9.21,109,6.56,2.81,10.0,3,93,189,10.0,high,ideal,poor,high,high,0.4400000000000004,0,0,1,7.875,high_screen_low_sleep_quality
26,Other,Teacher,4.01,19,6.41,7.82,6.59,0,78,61,6.99,medium,ideal,good,low,moderate,0.5899999999999999,0,0,0,2.5416666666666665,general_users
21,Female,Designer,9.22,97,6.21,3.54,10.0,3,98,156,7.97,high,ideal,poor,high,high,0.79,0,0,1,6.5,high_screen_low_sleep_quality
54,Female,Teacher,3.12,45,6.44,7.93,4.43,3,95,183,4.02,medium,ideal,good,medium,low,0.5599999999999996,0,0,0,7.625,general_users
25,Female,Doctor,9.36,118,4.37,3.66,10.0,3,32,71,10.0,high,short,poor,high,high,2.63,1,1,1,2.9583333333333335,high_screen_low_sleep_quality
18,Male,Freelancer,4.23,29,8.67,8.03,5.77,4,14,193,6.8,medium,long,good,low,moderate,0.0,0,0,0,8.041666666666666,general_users
45,Male,Designer,4.37,92,5.53,5.8,6.31,0,21,233,5.37,medium,short,moderate,high,moderate,1.4699999999999998,0,1,0,9.708333333333334,general_users
23,Female,Teacher,5.98,38,7.26,7.47,6.59,1,64,280,7.62,medium,ideal,moderate,medium,moderate,0.0,0,0,0,11.666666666666666,general_users
53,Female,Software Engineer,4.12,110,5.79,6.94,4.58,0,51,99,4.75,medium,short,moderate,high,moderate,1.21,0,1,0,4.125,general_users
28,Male,Software Engineer,5.05,117,5.64,5.2,7.41,1,48,278,9.11,high,short,moderate,high,moderate,1.3600000000000003,0,1,0,11.583333333333334,general_users
22,Female,Designer,5.51,39,7.62,8.21,4.72,2,33,270,3.85,medium,ideal,good,medium,moderate,0.0,0,0,0,11.25,general_users
41,Female,Student,5.42,50,6.09,5.79,6.76,3,36,185,6.19,medium,ideal,moderate,medium,moderate,0.9100000000000001,0,0,0,7.708333333333333,general_users
35,Female,Designer,9.65,1,7.08,5.73,9.6,0,73,209,8.19,high,ideal,moderate,low,high,0.0,0,0,1,8.708333333333334,high_screen_time
37,Male,Doctor,3.54,89,5.37,6.75,6.24,2,67,30,6.99,medium,short,moderate,high,low,1.63,0,1,0,1.25,general_users
45,Male,Doctor,3.56,64,5.33,6.41,5.71,3,16,224,7.23,medium,short,moderate,high,low,1.67,0,1,0,9.333333333333334,general_users
30,Male,Researcher,8.54,27,5.0,7.35,7.19,2,51,251,7.15,high,short,moderate,low,high,2.0,0,0,1,10.458333333333334,high_screen_time
22,Female,Software Engineer,4.53,50,5.5,7.07,5.61,1,111,272,5.67,medium,short,moderate,medium,moderate,1.5,0,0,0,11.333333333333334,general_users
47,Female,Teacher,1.66,119,4.32,6.77,4.73,2,66,279,4.07,medium,short,moderate,high,low,2.6799999999999997,0,1,0,11.625,general_users
18,Female,Software Engineer,5.33,7,4.39,7.3,6.25,2,107,207,6.24,medium,short,moderate,low,moderate,2.6100000000000003,0,0,0,8.625,general_users
39,Female,Teacher,5.95,30,8.26,7.18,7.37,1,59,82,7.46,high,long,moderate,medium,moderate,0.0,0,0,0,3.4166666666666665,general_users
35,Female,Freelancer,6.56,38,5.4,5.19,7.56,2,56,272,7.95,high,short,moderate,medium,moderate,1.5999999999999996,0,0,0,11.333333333333334,general_users
22,Female,Designer,3.12,59,6.69,7.34,6.16,3,49,191,6.5,medium,ideal,moderate,medium,low,0.3099999999999996,0,0,0,7.958333333333333,general_users
48,Male,Student,9.76,113,6.48,3.67,10.0,3,54,134,9.69,high,ideal,poor,high,high,0.5199999999999996,0,0,1,5.583333333333333,high_screen_low_sleep_quality
23,Male,Doctor,7.63,82,7.17,5.22,8.98,2,0,151,8.05,high,ideal,moderate,high,high,0.0,0,0,1,6.291666666666667,high_screen_time
44,Male,Designer,7.48,76,7.24,5.04,9.07,4,83,157,7.64,high,ideal,moderate,high,high,0.0,0,0,1,6.541666666666667,high_screen_time
42,Male,Software Engineer,8.86,15,5.83,3.44,10.0,2,79,210,10.0,high,short,poor,low,high,1.17,1,0,1,8.75,high_screen_low_sleep_quality
46,Male,Manager,1.24,22,4.67,8.48,1.0,3,52,197,1.16,low,short,good,low,low,2.33,0,0,0,8.208333333333334,general_users
45,Male,Manager,6.52,10,4.89,7.25,7.37,2,83,246,6.85,high,short,moderate,low,moderate,2.1100000000000003,0,0,0,10.25,general_users
33,Male,Designer,8.36,87,5.8,5.32,7.08,2,114,35,5.95,high,short,moderate,high,high,1.2000000000000002,0,1,0,1.4583333333333333,high_screen_time
29,Female,Student,1.31,53,6.8,8.45,1.0,3,68,64,1.0,low,ideal,good,medium,low,0.20000000000000018,0,0,0,2.6666666666666665,general_users
37,Male,Teacher,7.81,73,7.07,4.46,9.36,2,45,206,9.56,high,ideal,poor,high,high,0.0,0,0,1,8.583333333333334,high_screen_low_sleep_quality
35,Female,Freelancer,9.91,114,8.66,3.23,10.0,0,56,32,10.0,high,long,poor,high,high,0.0,0,0,1,1.3333333333333333,high_screen_low_sleep_quality
51,Female,Student,6.34,68,5.53,6.49,7.47,2,53,201,6.03,high,short,moderate,high,moderate,1.4699999999999998,0,1,0,8.375,general_users
40,Female,Software Engineer,4.82,11,4.55,7.15,5.86,4,102,188,6.23,medium,short,moderate,low,moderate,2.45,0,0,0,7.833333333333333,general_users
44,Female,Student,5.08,35,6.69,9.29,2.96,1,106,73,2.91,low,ideal,good,medium,moderate,0.3099999999999996,0,0,0,3.0416666666666665,general_users
34,Female,Researcher,7.12,56,4.33,3.84,9.79,3,10,177,7.79,high,short,poor,medium,high,2.67,1,0,1,7.375,high_screen_low_sleep_quality
38,Female,Doctor,6.13,25,4.83,7.22,8.24,1,119,40,10.0,high,short,moderate,low,moderate,2.17,0,0,0,1.6666666666666667,general_users
57,Male,Manager,8.09,91,6.77,3.98,10.0,1,23,190,9.66,high,ideal,poor,high,high,0.23000000000000043,0,0,1,7.916666666666667,high_screen_low_sleep_quality
48,Male,Researcher,4.79,79,8.62,5.01,7.2,3,73,100,6.32,high,long,moderate,high,moderate,0.0,0,0,0,4.166666666666667,general_users
20,Male,Student,4.76,65,4.98,6.77,5.13,1,100,63,3.83,medium,short,moderate,high,moderate,2.0199999999999996,0,1,0,2.625,general_users
34,Female,Designer,7.71,89,5.81,4.51,10.0,0,79,120,9.47,high,short,poor,high,high,1.1900000000000004,1,1,1,5.0,high_screen_low_sleep_quality
43,Male,Teacher,6.81,3,6.21,6.11,9.57,4,77,130,9.71,high,ideal,moderate,low,moderate,0.79,0,0,0,5.416666666666667,general_users
40,Female,Doctor,8.0,92,8.77,3.88,10.0,3,114,181,10.0,high,long,poor,high,high,0.0,0,0,1,7.541666666666667,high_screen_low_sleep_quality
23,Male,Doctor,8.98,15,7.68,5.06,10.0,2,8,129,10.0,high,ideal,moderate,low,high,0.0,0,0,1,5.375,high_screen_time
45,Female,Doctor,3.37,21,5.66,8.11,5.87,3,94,243,6.32,medium,short,good,low,low,1.3399999999999999,0,0,0,10.125,general_users
25,Female,Researcher,3.84,63,5.36,7.39,3.93,3,87,137,1.59,low,short,moderate,high,low,1.6399999999999997,0,1,0,5.708333333333333,general_users
25,Male,Software Engineer,5.74,106,6.59,6.71,9.43,3,100,211,10.0,high,ideal,moderate,high,moderate,0.41000000000000014,0,0,0,8.791666666666666,general_users
36,Male,Software Engineer,9.37,69,5.91,5.24,10.0,4,9,94,9.48,high,short,moderate,high,high,1.0899999999999999,0,1,1,3.9166666666666665,high_screen_time
55,Female,Designer,8.51,91,7.08,4.11,10.0,4,22,144,9.51,high,ideal,poor,high,high,0.0,0,0,1,6.0,high_screen_low_sleep_quality
46,Female,Researcher,5.22,10,6.67,5.7,9.63,2,61,204,10.0,high,ideal,moderate,low,moderate,0.33000000000000007,0,0,0,8.5,general_users
40,Male,Teacher,6.16,41,4.17,5.55,9.23,0,66,27,9.83,high,short,moderate,medium,moderate,2.83,0,0,0,1.125,general_users
49,Female,Student,7.41,110,4.37,6.69,9.7,3,109,193,8.95,high,short,moderate,high,high,2.63,0,1,1,8.041666666666666,high_screen_time
27,Male,Designer,5.7,84,4.67,7.41,7.14,4,1,35,7.68,high,short,moderate,high,moderate,2.33,0,1,0,1.4583333333333333,general_users
44,Male,Software Engineer,1.89,89,7.25,7.86,2.4,2,25,248,3.65,low,ideal,good,high,low,0.0,0,0,0,10.333333333333334,general_users
18,Male,Designer,4.17,38,8.89,6.91,4.84,0,113,63,4.32,medium,long,moderate,medium,moderate,0.0,0,0,0,2.625,general_users
56,Female,Teacher,1.43,116,6.26,6.43,3.27,3,102,221,4.31,low,ideal,moderate,high,low,0.7400000000000002,0,0,0,9.208333333333334,general_users
46,Male,Researcher,7.03,46,4.75,5.41,8.93,2,52,256,7.26,high,short,moderate,medium,high,2.25,0,0,1,10.666666666666666,high_screen_time
20,Male,Designer,4.03,21,7.05,7.78,4.17,2,68,299,6.02,medium,ideal,good,low,moderate,0.0,0,0,0,12.458333333333334,general_users
54,Female,Freelancer,7.65,29,7.13,4.79,10.0,2,54,185,9.83,high,ideal,poor,low,high,0.0,0,0,1,7.708333333333333,high_screen_low_sleep_quality
48,Female,Manager,4.87,29,7.78,5.6,7.81,4,39,289,6.97,high,ideal,moderate,low,moderate,0.0,0,0,0,12.041666666666666,general_users
28,Female,Manager,1.41,32,7.55,7.74,2.93,1,84,221,3.67,low,ideal,good,medium,low,0.0,0,0,0,9.208333333333334,general_users
39,Male,Doctor,4.42,103,7.44,7.51,7.08,3,53,159,7.06,high,ideal,good,high,moderate,0.0,0,0,0,6.625,general_users
35,Male,Student,2.97,29,7.62,7.83,2.5,1,102,296,3.2,low,ideal,good,low,low,0.0,0,0,0,12.333333333333334,general_users
52,Other,Freelancer,2.93,36,8.1,8.16,4.72,0,43,142,3.98,medium,long,good,medium,low,0.0,0,0,0,5.916666666666667,general_users
23,Female,Software Engineer,4.4,52,8.48,7.21,6.28,4,73,76,5.36,medium,long,moderate,medium,moderate,0.0,0,0,0,3.1666666666666665,general_users
20,Female,Freelancer,9.8,29,4.02,4.83,10.0,0,70,262,9.79,high,short,poor,low,high,2.9800000000000004,1,0,1,10.916666666666666,high_screen_low_sleep_quality
22,Other,Software Engineer,9.64,25,7.33,3.55,10.0,4,14,37,9.77,high,ideal,poor,low,high,0.0,0,0,1,1.5416666666666667,high_screen_low_sleep_quality
26,Female,Manager,8.23,5,8.71,7.32,10.0,3,75,278,10.0,high,long,moderate,low,high,0.0,0,0,1,11.583333333333334,high_screen_time
45,Male,Researcher,3.21,53,7.79,7.75,2.92,4,88,200,3.12,low,ideal,good,medium,low,0.0,0,0,0,8.333333333333334,general_users
36,Male,Teacher,7.88,55,4.41,4.67,9.83,1,17,165,9.66,high,short,poor,medium,high,2.59,1,0,1,6.875,high_screen_low_sleep_quality
45,Male,Teacher,1.14,3,7.68,9.19,1.17,2,70,97,1.0,low,ideal,good,low,low,0.0,0,0,0,4.041666666666667,general_users
44,Male,Teacher,1.51,78,5.26,7.4,2.17,4,66,283,2.79,low,short,moderate,high,low,1.7400000000000002,0,1,0,11.791666666666666,general_users
30,Female,Software Engineer,8.52,35,4.92,4.57,10.0,3,17,36,9.53,high,short,poor,medium,high,2.08,1,0,1,1.5,high_screen_low_sleep_quality
55,Male,Doctor,6.08,62,5.02,6.25,8.63,2,28,189,8.1,high,short,moderate,high,moderate,1.9800000000000004,0,1,0,7.875,general_users
38,Female,Freelancer,4.36,2,8.86,4.54,9.83,3,38,85,9.76,high,long,poor,low,moderate,0.0,0,0,0,3.5416666666666665,low_sleep_quality
44,Female,Student,7.66,56,7.3,4.6,10.0,1,53,122,9.64,high,ideal,poor,medium,high,0.0,0,0,1,5.083333333333333,high_screen_low_sleep_quality
23,Other,Teacher,2.03,79,8.89,6.63,3.0,3,56,287,1.31,low,long,moderate,high,low,0.0,0,0,0,11.958333333333334,general_users
55,Female,Software Engineer,3.58,15,8.24,8.09,6.02,1,12,256,5.54,medium,long,good,low,low,0.0,0,0,0,10.666666666666666,general_users
28,Female,Doctor,7.55,39,8.62,3.85,10.0,2,76,261,9.38,high,long,poor,medium,high,0.0,0,0,1,10.875,high_screen_low_sleep_quality
58,Female,Teacher,2.86,52,6.77,6.11,5.5,2,68,163,7.09,medium,ideal,moderate,medium,low,0.23000000000000043,0,0,0,6.791666666666667,general_users
34,Female,Freelancer,6.41,90,5.74,4.7,10.0,2,114,50,9.95,high,short,poor,high,moderate,1.2599999999999998,1,1,0,2.0833333333333335,low_sleep_quality
56,Female,Teacher,5.03,119,7.69,5.99,6.81,3,22,163,7.47,medium,ideal,moderate,high,moderate,0.0,0,0,0,6.791666666666667,general_users
24,Female,Student,2.82,5,4.09,10.0,1.0,2,5,55,1.0,low,short,good,low,low,2.91,0,0,0,2.2916666666666665,general_users
47,Female,Manager,9.0,20,7.22,5.96,9.34,0,24,179,9.82,high,ideal,moderate,low,high,0.0,0,0,1,7.458333333333333,high_screen_time
38,Male,Student,4.92,76,8.78,6.39,7.15,3,77,161,8.11,high,long,moderate,high,moderate,0.0,0,0,0,6.708333333333333,general_users
18,Male,Designer,6.39,8,8.23,7.88,6.96,3,91,262,5.84,medium,long,good,low,moderate,0.0,0,0,0,10.916666666666666,general_users
42,Male,Manager,3.28,104,4.95,6.84,5.67,1,82,78,5.74,medium,short,moderate,high,low,2.05,0,1,0,3.25,general_users
49,Male,Manager,4.12,62,4.64,8.31,4.24,4,13,221,2.16,medium,short,good,high,moderate,2.3600000000000003,0,1,0,9.208333333333334,general_users
25,Male,Freelancer,1.44,42,8.13,8.59,3.1,2,115,258,4.75,low,long,good,medium,low,0.0,0,0,0,10.75,general_users
22,Female,Manager,5.35,71,4.27,8.25,5.03,1,109,279,5.92,medium,short,good,high,moderate,2.7300000000000004,0,1,0,11.625,general_users
47,Female,Teacher,4.1,27,8.98,5.94,8.11,3,116,275,7.19,high,long,moderate,low,moderate,0.0,0,0,0,11.458333333333334,general_users
25,Male,Designer,3.96,44,6.34,7.76,3.6,2,14,227,2.55,low,ideal,good,medium,low,0.6600000000000001,0,0,0,9.458333333333334,general_users
36,Female,Freelancer,9.01,57,8.64,3.33,10.0,2,63,169,10.0,high,long,poor,medium,high,0.0,0,0,1,7.041666666666667,high_screen_low_sleep_quality
47,Female,Software Engineer,7.33,82,8.06,5.45,7.46,4,119,62,5.75,high,long,moderate,high,high,0.0,0,0,0,2.5833333333333335,high_screen_time
32,Female,Freelancer,5.12,28,7.49,7.4,5.52,4,20,204,5.13,medium,ideal,moderate,low,moderate,0.0,0,0,0,8.5,general_users
53,Female,Student,2.76,94,5.03,7.91,3.13,1,115,131,2.1,low,short,good,high,low,1.9699999999999998,0,1,0,5.458333333333333,general_users
44,Male,Manager,9.76,53,4.43,4.8,10.0,3,14,179,9.22,high,short,poor,medium,high,2.5700000000000003,1,0,1,7.458333333333333,high_screen_low_sleep_quality
30,Male,Manager,1.67,56,7.28,8.98,1.0,3,89,207,1.0,low,ideal,good,medium,low,0.0,0,0,0,8.625,general_users
31,Female,Doctor,2.22,32,4.95,9.09,1.61,4,80,27,1.41,low,short,good,medium,low,2.05,0,0,0,1.125,general_users
54,Male,Teacher,3.43,112,8.14,6.29,6.71,0,17,132,6.94,medium,long,moderate,high,low,0.0,0,0,0,5.5,general_users
47,Male,Freelancer,9.59,69,4.34,3.97,10.0,3,52,200,9.85,high,short,poor,high,high,2.66,1,1,1,8.333333333333334,high_screen_low_sleep_quality
56,Female,Teacher,3.51,63,6.62,9.44,4.78,2,99,157,4.17,medium,ideal,good,high,low,0.3799999999999999,0,0,0,6.541666666666667,general_users
30,Female,Designer,5.42,107,6.11,5.05,8.2,4,58,43,7.3,high,ideal,moderate,high,moderate,0.8899999999999997,0,0,0,1.7916666666666667,general_users
33,Male,Student,7.85,3,8.62,5.54,9.8,1,103,281,8.34,high,long,moderate,low,high,0.0,0,0,1,11.708333333333334,high_screen_time
24,Male,Manager,9.36,116,8.49,4.45,10.0,1,92,295,9.38,high,long,poor,high,high,0.0,0,0,1,12.291666666666666,high_screen_low_sleep_quality
44,Male,Manager,6.45,15,7.6,6.53,6.05,3,28,126,6.3,medium,ideal,moderate,low,moderate,0.0,0,0,0,5.25,general_users
52,Male,Designer,4.46,116,7.78,7.15,3.68,0,82,192,3.75,low,ideal,moderate,high,moderate,0.0,0,0,0,8.0,general_users
32,Female,Freelancer,9.87,2,7.53,4.36,10.0,0,97,266,10.0,high,ideal,poor,low,high,0.0,0,0,1,11.083333333333334,high_screen_low_sleep_quality
45,Male,Teacher,1.24,88,7.37,8.61,3.83,1,113,30,3.96,low,ideal,good,high,low,0.0,0,0,0,1.25,general_users
52,Female,Student,8.49,62,8.98,3.99,9.93,0,53,254,9.78,high,long,poor,high,high,0.0,0,0,1,10.583333333333334,high_screen_low_sleep_quality
24,Female,Teacher,3.5,80,7.68,7.59,4.51,1,61,121,3.72,medium,ideal,good,high,low,0.0,0,0,0,5.041666666666667,general_users
37,Female,Student,8.36,21,8.73,5.15,9.37,2,94,177,8.47,high,long,moderate,low,high,0.0,0,0,1,7.375,high_screen_time
49,Female,Freelancer,2.46,81,6.19,7.65,4.24,2,73,40,3.12,medium,ideal,good,high,low,0.8099999999999996,0,0,0,1.6666666666666667,general_users
55,Male,Teacher,4.12,95,8.99,5.91,5.79,0,52,123,5.91,medium,long,moderate,high,moderate,0.0,0,0,0,5.125,general_users
57,Female,Doctor,1.5,17,7.07,8.9,1.86,3,79,254,3.05,low,ideal,good,low,low,0.0,0,0,0,10.583333333333334,general_users
49,Female,Manager,2.8,56,8.52,8.58,4.35,3,56,256,2.91,medium,long,good,medium,low,0.0,0,0,0,10.666666666666666,general_users
43,Female,Freelancer,6.43,89,4.45,6.03,6.84,3,35,63,5.77,medium,short,moderate,high,moderate,2.55,0,1,0,2.625,general_users
56,Male,Freelancer,7.85,113,7.05,4.51,10.0,4,5,131,10.0,high,ideal,poor,high,high,0.0,0,0,1,5.458333333333333,high_screen_low_sleep_quality
37,Male,Designer,9.2,24,8.96,7.03,9.84,2,91,201,8.22,high,long,moderate,low,high,0.0,0,0,1,8.375,high_screen_time
35,Male,Researcher,2.08,27,4.33,9.2,1.0,4,56,139,1.0,low,short,good,low,low,2.67,0,0,0,5.791666666666667,general_users
32,Female,Researcher,2.27,39,8.74,7.72,4.63,4,49,21,6.93,medium,long,good,medium,low,0.0,0,0,0,0.875,general_users
39,Female,Student,9.45,22,4.73,4.72,10.0,3,67,165,9.39,high,short,poor,low,high,2.2699999999999996,1,0,1,6.875,high_screen_low_sleep_quality
39,Female,Designer,7.89,7,8.98,6.02,9.08,4,97,231,10.0,high,long,moderate,low,high,0.0,0,0,1,9.625,high_screen_time
38,Female,Student,5.86,12,5.44,8.07,7.07,3,84,180,5.36,high,short,good,low,moderate,1.5599999999999996,0,0,0,7.5,general_users
19,Male,Freelancer,5.29,43,7.97,7.64,7.5,3,0,228,7.63,high,ideal,good,medium,moderate,0.0,0,0,0,9.5,general_users
57,Female,Student,2.42,46,4.14,7.62,3.38,0,99,146,3.75,low,short,good,medium,low,2.8600000000000003,0,0,0,6.083333333333333,general_users
35,Female,Manager,4.41,9,5.43,8.45,3.91,2,15,39,4.98,low,short,good,low,moderate,1.5700000000000003,0,0,0,1.625,general_users
40,Male,Student,4.35,40,7.02,6.97,6.46,3,95,121,7.87,medium,ideal,moderate,medium,moderate,0.0,0,0,0,5.041666666666667,general_users
30,Female,Teacher,6.84,66,5.14,4.7,8.99,4,4,119,9.82,high,short,poor,high,moderate,1.8600000000000003,1,1,0,4.958333333333333,low_sleep_quality
58,Female,Software Engineer,6.39,73,7.8,6.23,7.24,0,15,60,7.37,high,ideal,moderate,high,moderate,0.0,0,0,0,2.5,general_users
26,Male,Teacher,1.54,48,7.38,7.48,5.13,3,100,187,5.16,medium,ideal,moderate,medium,low,0.0,0,0,0,7.791666666666667,general_users
24,Female,Software Engineer,8.64,63,8.95,4.86,9.82,0,95,123,9.47,high,long,poor,high,high,0.0,0,0,1,5.125,high_screen_low_sleep_quality
58,Female,Manager,9.44,14,6.92,5.62,9.65,1,5,233,8.99,high,ideal,moderate,low,high,0.08000000000000007,0,0,1,9.708333333333334,high_screen_time
18,Male,Manager,8.02,87,7.84,4.18,10.0,3,28,31,8.14,high,ideal,poor,high,high,0.0,0,0,1,1.2916666666666667,high_screen_low_sleep_quality
19,Female,Teacher,2.61,60,4.37,7.27,3.45,2,103,134,2.12,low,short,moderate,medium,low,2.63,0,0,0,5.583333333333333,general_users
21,Male,Software Engineer,2.55,73,4.21,7.45,3.16,0,66,159,2.58,low,short,moderate,high,low,2.79,0,1,0,6.625,general_users
31,Female,Researcher,7.54,51,6.91,7.15,5.99,2,41,28,6.37,medium,ideal,moderate,medium,high,0.08999999999999986,0,0,0,1.1666666666666667,high_screen_time
49,Male,Researcher,4.97,84,8.93,5.54,7.09,0,19,108,8.1,high,long,moderate,high,moderate,0.0,0,0,0,4.5,general_users
53,Male,Freelancer,8.01,45,5.34,5.72,9.9,2,52,289,10.0,high,short,moderate,medium,high,1.6600000000000001,0,0,1,12.041666666666666,high_screen_time
